qid,image_name,image_organ,question,question_type,answer_type,phrase_type,split,gt_answer,gt_normalized,pred_raw,pred_normalized,exact_match,contains,llm_judge,llm_judge_correct
1276,synpic45364.jpg,ABD,Where is the lesion?,POS,OPEN,freeform,train,Abdomen and pelvis,abdomen and pelvis,"Brain parenchyma, lower-middle area, right-center, middle vertically, middle horizontally (axial, coronal) (not shown) (not shown) (not shown) (not shown) (not shown","brain parenchyma, lower-middle area, right-center, middle vertically, middle horizontally (axial, coronal) (not shown) (not shown) (not shown) (not shown) (not shown",False,False,INCORRECT,False
1281,synpic18250.jpg,CHEST,Are the airway walls thickened in the bases?,PRES,CLOSED,para,train,Yes,yes,No,no,False,False,,False
1282,synpic18250.jpg,CHEST,Is there increased airway wall thickening of the bilateral bases?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1283,synpic29263.jpg,CHEST,Is the heart enlarged?,SIZE,CLOSED,para,train,No,no,No,no,True,True,,True
1284,synpic29263.jpg,CHEST,Is there cardiomegaly?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
1285,synpic31217.jpg,CHEST,Are there abnormalities seen in the lungs?,ABN,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
1286,synpic19232.jpg,CHEST,How would you describe the location of the lesion?,POS,OPEN,freeform,train,Retrocardiac,retrocardiac,"Central and middle of the image, lower-middle area of the brain parenchyma, close to the ventricles and cerebral cortex.","central and middle of the image, lower-middle area of the brain parenchyma, close to the ventricles and cerebral cortex.",False,False,INCORRECT,False
1287,synpic19232.jpg,CHEST,Where is the lesion located?,POS,OPEN,para,train,Retrocardiac,retrocardiac,"Left-center, middle vertically, lower-middle horizontally (axial view) and middle-right, middle vertically, lower-middle horizontally (coronal view) (not shown)","left-center, middle vertically, lower-middle horizontally (axial view) and middle-right, middle vertically, lower-middle horizontally (coronal view) (not shown)",False,False,INCORRECT,False
1288,synpic31217.jpg,CHEST,Where is the nodule?,ABN,OPEN,freeform,train,Below the 7th rib in the right lung.,below the 7th rib in the right lung.,"Left-center, middle vertically, lower-middle horizontally (middle of the image)","left-center, middle vertically, lower-middle horizontally (middle of the image)",False,False,INCORRECT,False
1289,synpic31217.jpg,CHEST,What is the abnormality?,ABN,OPEN,freeform,train,Single lung nodule,single lung nodule,Disease process (pathological condition) within the lung parenchyma or adjacent structures.,disease process (pathological condition) within the lung parenchyma or adjacent structures.,False,False,INCORRECT,False
1290,synpic18250.jpg,CHEST,Are there abnormalities?,ABN,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1291,synpic18250.jpg,CHEST,Is anything wrong in this image?,ABN,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
1292,synpic32081.jpg,CHEST,Is anything wrong in the image?,ABN,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
1293,synpic32081.jpg,CHEST,Is there an abnormality?,ABN,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1294,synpic48091.jpg,HEAD,Are there other abnormalities besides the mass in the temporal horn?,OTHER,CLOSED,para,train,Yes,yes,No (not specified in the caption),no (not specified in the caption),False,False,,False
1295,synpic48091.jpg,HEAD,"Besides the mass in the temporal horn, are there other enhancements in the image?",OTHER,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1296,synpic51212.jpg,HEAD,How was this image taken?,MODALITY,OPEN,freeform,train,MRI,mri,CT scan (Computed Tomography) with contrast media (not shown in the image) or CT scan without contrast media (not shown in the image) can be used to diagnose intracranial hemorrhages.,ct scan (computed tomography) with contrast media (not shown in the image) or ct scan without contrast media (not shown in the image) can be used to diagnose intracranial hemorrhages.,False,False,INCORRECT,False
1299,synpic34054.jpg,ABD,What is the condition of the patient,ABN,OPEN,para,train,Blind loop syndrome,blind loop syndrome,Disease process (hemorrhage or mass effect) or complications from the disease process (midline shift or displacement) or both.,disease process (hemorrhage or mass effect) or complications from the disease process (midline shift or displacement) or both.,False,False,INCORRECT,False
1300,synpic34054.jpg,ABD,What abnormality is seen?,ABN,OPEN,freeform,train,Blind-ending loop of bowel arising from the cecum,blind-ending loop of bowel arising from the cecum,"Hemorrhage or mass effect, subdural hematoma, or blebs in the brain parenchyma. Possible midline shift.","hemorrhage or mass effect, subdural hematoma, or blebs in the brain parenchyma. possible midline shift.",False,False,INCORRECT,False
1303,synpic47020.jpg,HEAD,What is the location of the mass?,POS,OPEN,para,train,Pineal region,pineal region,"Right-center, middle vertically, middle horizontally (middle of the image)","right-center, middle vertically, middle horizontally (middle of the image)",False,False,INCORRECT,False
1304,synpic47020.jpg,HEAD,Where is the mass?,POS,OPEN,freeform,train,Pineal region,pineal region,"Brain parenchyma, upper-middle area of the image, lower-middle area of the image, and lower-right area of the image (not shown) and upper-right area of the image (not shown) and middle-","brain parenchyma, upper-middle area of the image, lower-middle area of the image, and lower-right area of the image (not shown) and upper-right area of the image (not shown) and middle-",False,False,INCORRECT,False
1305,synpic51212.jpg,HEAD,Is this image in the transverse plane?,PLANE,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
1306,synpic29263.jpg,CHEST,Are there any pulmonary findings?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
1307,synpic29263.jpg,CHEST,Are the lungs affected?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
1308,synpic55583.jpg,HEAD,In which lobe are the lesions?,POS,CLOSED,para,train,Bilateral frontal lobes,bilateral frontal lobes,"Left cerebral hemisphere, middle cerebral peduncle, basal ganglia, cerebellum, brainstem, cerebral cortex, white matter, gray matter, ventricles, c","left cerebral hemisphere, middle cerebral peduncle, basal ganglia, cerebellum, brainstem, cerebral cortex, white matter, gray matter, ventricles, c",False,False,,False
1309,synpic55583.jpg,HEAD,Where are the lesions?,POS,OPEN,freeform,train,Bilateral frontal lobes,bilateral frontal lobes,"Brain parenchyma, cerebral hemispheres, cerebellum, brainstem, and spinal cord (not shown) with potential impact on adjacent tissues and functions.","brain parenchyma, cerebral hemispheres, cerebellum, brainstem, and spinal cord (not shown) with potential impact on adjacent tissues and functions.",False,False,INCORRECT,False
1310,synpic53207.jpg,HEAD,What type of image is this?,MODALITY,OPEN,freeform,train,MRI-DWI,mri-dwi,CT scan image (not specified),ct scan image (not specified),False,False,INCORRECT,False
1311,synpic55583.jpg,HEAD,Is the gyral enhancement?,PRES,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
1312,synpic24878.jpg,ABD,What is the location of the abnormality?,POS,OPEN,para,train,Right colon,right colon,"Central and middle of the image, occupying a significant portion of the area of interest (brain parenchyma) and adjacent to the ventricular system (cerebral ventricles) and other brain structures (white matter)","central and middle of the image, occupying a significant portion of the area of interest (brain parenchyma) and adjacent to the ventricular system (cerebral ventricles) and other brain structures (white matter)",False,False,INCORRECT,False
1313,synpic24878.jpg,ABD,Where is the abnormal finding?,POS,OPEN,freeform,train,Right colon,right colon,"Brain parenchyma, cerebellum, brainstem, and cerebral cortex (all regions) and cerebellum (specific region) and brainstem (specific region) and cerebral cor","brain parenchyma, cerebellum, brainstem, and cerebral cortex (all regions) and cerebellum (specific region) and brainstem (specific region) and cerebral cor",False,False,INCORRECT,False
1314,synpic27646.jpg,CHEST,What plane is seen?,PLANE,OPEN,freeform,train,PA,pa,"Cross-sectional, transverse, sagittal, coronal, horizontal, vertical, oblique, etc. (depending on the specific region)","cross-sectional, transverse, sagittal, coronal, horizontal, vertical, oblique, etc. (depending on the specific region)",False,False,INCORRECT,False
1315,synpic48091.jpg,HEAD,How would you describe the mass?,ATTRIB,OPEN,freeform,train,Isointense,isointense,"Different density, texture, and size compared to surrounding brain tissue. Possibly a hemorrhage or a mass effect.","different density, texture, and size compared to surrounding brain tissue. possibly a hemorrhage or a mass effect.",False,False,INCORRECT,False
1316,synpic48091.jpg,HEAD,What are the characteristics of the mass?,ATTRIB,OPEN,para,train,Isointense,isointense,"Different density, texture, and size compared to surrounding brain tissue. May indicate a pathological condition.","different density, texture, and size compared to surrounding brain tissue. may indicate a pathological condition.",False,False,INCORRECT,False
1317,synpic31217.jpg,CHEST,Which plane is this image taken in?,PLANE,OPEN,freeform,train,PA,pa,"Transverse and longitudinal (axial, coronal, sagittal) planes may be involved.","transverse and longitudinal (axial, coronal, sagittal) planes may be involved.",False,False,INCORRECT,False
1318,synpic47020.jpg,HEAD,Is the mass hyperintense or hypointense?,COLOR,CLOSED,freeform,train,Hyperintense,hyperintense,Yes,yes,False,False,,False
1319,synpic47020.jpg,HEAD,What is the radiological description of the mass?,COLOR,OPEN,para,train,Hyperintense,hyperintense,"Hyperdense area, possibly hemorrhage or mass effect, requires further evaluation for specific diagnosis.","hyperdense area, possibly hemorrhage or mass effect, requires further evaluation for specific diagnosis.",False,False,CORRECT,True
1320,synpic40426.jpg,ABD,What allows for the bright areas seen in this image?,PRES,OPEN,freeform,train,IV contrast,iv contrast,Different density and texture of brain tissue and blood vessels compared to surrounding brain tissue.,different density and texture of brain tissue and blood vessels compared to surrounding brain tissue.,False,False,INCORRECT,False
1321,synpic27646.jpg,CHEST,Is this an MRI?,MODALITY,CLOSED,freeform,train,no,no,No,no,True,True,,True
1322,synpic40426.jpg,ABD,Is the mass heterogenous?,ATTRIB,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1323,synpic40426.jpg,ABD,Is the mass heterogenous in consistency?,ATTRIB,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
1326,synpic53207.jpg,HEAD,Are there abnormalities with in the contrast between white and grey matter?,ABN,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1327,synpic53207.jpg,HEAD,Is the gray-white matter junction altered?,ABN,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
1328,synpic34054.jpg,ABD,Is there evidence of inflammation?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1329,synpic34054.jpg,ABD,Is any structure inflamed?,PRES,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
1332,synpic53207.jpg,HEAD,Is the image in the axial plane?,PLANE,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
1333,synpic27646.jpg,CHEST,How can the distribution in this image be described?,ATTRIB,OPEN,para,train,Micronodular,micronodular,"Different density, texture, and size of the lesions suggest a variety of pathological processes occurring simultaneously or sequentially. The presence of multiple lesions in the image indicates that the disease process is widespread and affecting multiple areas","different density, texture, and size of the lesions suggest a variety of pathological processes occurring simultaneously or sequentially. the presence of multiple lesions in the image indicates that the disease process is widespread and affecting multiple areas",False,False,INCORRECT,False
1334,synpic27646.jpg,CHEST,What type of distributions is seen on this image?,ATTRIB,OPEN,freeform,train,Micronodular,micronodular,"Density variations, texture changes, and possibly pathological conditions (e.g., inflammation, infection, or neoplasia) within the lung parenchyma.","density variations, texture changes, and possibly pathological conditions (e.g., inflammation, infection, or neoplasia) within the lung parenchyma.",False,False,INCORRECT,False
1335,synpic40426.jpg,ABD,What is the location of the mass?,POS,OPEN,para,train,Left rectus abdominus,left rectus abdominus,"Central and middle of the image, occupying a significant portion of the area of interest (AOI) horizontally and vertically, with a size of approximately 11.8% of the AOI area.","central and middle of the image, occupying a significant portion of the area of interest (aoi) horizontally and vertically, with a size of approximately 11.8% of the aoi area.",False,False,INCORRECT,False
1336,synpic40426.jpg,ABD,Where is the mass?,POS,OPEN,freeform,train,Left rectus abdominus,left rectus abdominus,"Brain parenchyma, upper-middle area, lower-middle area, and lower-right area, right-center area, and lower-middle area, middle-right area, and middle-left area, middle-right area,","brain parenchyma, upper-middle area, lower-middle area, and lower-right area, right-center area, and lower-middle area, middle-right area, and middle-left area, middle-right area,",False,False,INCORRECT,False
1337,synpic55583.jpg,HEAD,Is this a T1 weighted image?,MODALITY,CLOSED,freeform,train,no,no,No,no,True,True,,True
1338,synpic31757.jpg,ABD,Is the right renal vein visualized?,PRES,CLOSED,freeform,train,No,no,No (not shown in the image),no (not shown in the image),False,True,,False
1339,synpic31757.jpg,ABD,Is it possible to identify the right renal vein?,PRES,CLOSED,para,train,No,no,No (not visible in the image),no (not visible in the image),False,True,,False
1340,synpic25105.jpg,ABD,Are the kidneys visible in this image?,PRES,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
1341,synpic22794.jpg,ABD,Is air visible in the bowels?,PRES,CLOSED,para,train,yes,yes,No,no,False,False,,False
1342,synpic22794.jpg,ABD,Is there air in the bowel?,PRES,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
1343,synpic42210.jpg,CHEST,What do the two bright dots represent?,PRES,OPEN,para,train,nipple location,nipple location,Blood vessels or other structures within the lung tissue.,blood vessels or other structures within the lung tissue.,False,False,INCORRECT,False
1344,synpic42210.jpg,CHEST,What are the two hyperlucent inferior dots?,PRES,OPEN,freeform,train,nipple location,nipple location,"Blood vessels or other structures within the brain parenchyma. Centrally located, upper-middle area of the image.","blood vessels or other structures within the brain parenchyma. centrally located, upper-middle area of the image.",False,False,INCORRECT,False
1346,synpic54391.jpg,HEAD,What are the locations of the hyperintensities?,POS,OPEN,para,train,bilateral frontal lobes and body of corpus callosum,bilateral frontal lobes and body of corpus callosum,"Left-center, middle, right-center, right-middle, right-lower-middle, lower-middle-right, middle-right, middle-lower-right, lower-middle-left, left-middle-left, left-","left-center, middle, right-center, right-middle, right-lower-middle, lower-middle-right, middle-right, middle-lower-right, lower-middle-left, left-middle-left, left-",False,False,INCORRECT,False
1347,synpic54391.jpg,HEAD,Where are the hyperintensities located?,POS,OPEN,freeform,train,bilateral frontal lobes and body of corpus callosum,bilateral frontal lobes and body of corpus callosum,"Brain parenchyma, subdural hematoma, or blebs in the brain tissue (indicative of a disease process) or a mass effect from a nearby pathology (indicative of a disease process) or","brain parenchyma, subdural hematoma, or blebs in the brain tissue (indicative of a disease process) or a mass effect from a nearby pathology (indicative of a disease process) or",False,False,INCORRECT,False
1348,synpic28210.jpg,ABD,Are the kidneys visualized?,PRES,CLOSED,freeform,train,yes,yes,No (not shown in the image),no (not shown in the image),False,False,,False
1349,synpic28210.jpg,ABD,Can you see the kidneys,PRES,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
1350,synpic100176.jpg,CHEST,Is this a PA or AP film?,MODALITY,CLOSED,freeform,train,PA,pa,No,no,False,False,,False
1351,synpic100176.jpg,CHEST,What laterality is this film?,MODALITY,OPEN,para,train,PA,pa,"Right-center, middle vertically, middle horizontally (axial) and middle horizontally, middle vertically (coronal) (axial-coronal) (middle) (middle) (middle) (middle) (middle","right-center, middle vertically, middle horizontally (axial) and middle horizontally, middle vertically (coronal) (axial-coronal) (middle) (middle) (middle) (middle) (middle",False,False,INCORRECT,False
1352,synpic56344.jpg,HEAD,What artery is the embolus from?,OTHER,OPEN,freeform,train,distal basilar artery,distal basilar artery,Right middle cerebral artery or other nearby arteries (not shown) could be involved as well (not specified in the caption),right middle cerebral artery or other nearby arteries (not shown) could be involved as well (not specified in the caption),False,False,INCORRECT,False
1353,synpic56344.jpg,HEAD,Where is the embolus located?,POS,OPEN,para,train,distal basilar artery,distal basilar artery,Near the lateral ventricles and cerebral cortex structures (white matter) and adjacent to the cerebellum and brainstem (lower-middle area) and cerebral hemispheres (upper-middle,near the lateral ventricles and cerebral cortex structures (white matter) and adjacent to the cerebellum and brainstem (lower-middle area) and cerebral hemispheres (upper-middle,False,False,INCORRECT,False
1356,synpic53867.jpg,HEAD,The mass is located in what region?,POS,OPEN,para,train,suprasellar,suprasellar,"Left-center, middle vertically, lower-middle horizontally (cerebellum)","left-center, middle vertically, lower-middle horizontally (cerebellum)",False,False,INCORRECT,False
1357,synpic53867.jpg,HEAD,Where is the mass located?,POS,OPEN,freeform,train,suprasellar,suprasellar,"Brain parenchyma, upper-middle area, right-center, middle vertically, middle horizontally (axial, coronal) (not specified in the caption) (not specified in the caption) (not specified","brain parenchyma, upper-middle area, right-center, middle vertically, middle horizontally (axial, coronal) (not specified in the caption) (not specified in the caption) (not specified",False,False,INCORRECT,False
1360,synpic54391.jpg,HEAD,The imaging modality is...?,MODALITY,OPEN,para,train,MRI/FLAIR,mri/flair,CT scan (not specified in the caption),ct scan (not specified in the caption),False,False,INCORRECT,False
1361,synpic54391.jpg,HEAD,What is the image modality?,MODALITY,OPEN,freeform,train,MRI/FLAIR,mri/flair,CT scan (Computed Tomography) (not specified in the caption),ct scan (computed tomography) (not specified in the caption),False,False,INCORRECT,False
1362,synpic28987.jpg,CHEST,Is there fluid in the lungs?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
1363,synpic28987.jpg,CHEST,Is a pleural effusion present?,PRES,CLOSED,para,train,No,no,No (not specified in the caption),no (not specified in the caption),False,True,,False
1364,synpic25105.jpg,ABD,Is this an axial cut?,PLANE,CLOSED,freeform,train,Yes,yes,No,no,False,False,,False
1365,synpic42210.jpg,CHEST,Is the trachea deviated?,PRES,CLOSED,freeform,train,yes,yes,No (not shown in the image),no (not shown in the image),False,False,,False
1366,synpic42210.jpg,CHEST,Is tracheal deviation present?,PRES,CLOSED,para,train,yes,yes,No (not specified in the caption),no (not specified in the caption),False,False,,False
1367,synpic33892.jpg,ABD,What image modality is this?,MODALITY,OPEN,freeform,train,CT,ct,CT scan (Computed Tomography),ct scan (computed tomography),False,True,CORRECT,True
1368,synpic33892.jpg,ABD,What imaging modality was used,MODALITY,OPEN,para,train,CT,ct,CT scan (Computed Tomography),ct scan (computed tomography),False,True,CORRECT,True
1371,synpic52988.jpg,CHEST,Are patchy infiltrates depicted?,PRES,CLOSED,para,train,Yes,yes,No,no,False,False,,False
1372,synpic52988.jpg,CHEST,Are there patchy infiltrates present?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1375,synpic100176.jpg,CHEST,Are the margins of the cardiac silhouette normal?,ABN,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
1376,synpic100176.jpg,CHEST,Is the heart border normal?,ABN,CLOSED,para,train,No,no,No,no,True,True,,True
1377,synpic23008.jpg,ABD,Is this an axial plane,PLANE,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
1378,synpic32981.jpg,ABD,Is there intrahepatic ductal dilatation?,SIZE,CLOSED,freeform,train,yes,yes,Yes (possibly),yes (possibly),False,True,,False
1379,synpic32981.jpg,ABD,Is intrahepatic ductal dilatation present?,SIZE,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
1380,synpic12210.jpg,CHEST,What imaging modality was used?,MODALITY,OPEN,para,train,x-ray,x-ray,CT scan (Computed Tomography) with contrast media (not specified in the caption) and CT scan without contrast media (not specified in the caption) were used.,ct scan (computed tomography) with contrast media (not specified in the caption) and ct scan without contrast media (not specified in the caption) were used.,False,False,INCORRECT,False
1381,synpic12210.jpg,CHEST,What type of image is this?,MODALITY,OPEN,freeform,train,x-ray,x-ray,CT scan (Computed Tomography) image of the chest and abdomen area.,ct scan (computed tomography) image of the chest and abdomen area.,False,False,INCORRECT,False
1382,synpic28718.jpg,ABD,Are air fluid levels depicted in this image?,PRES,CLOSED,para,train,Yes,yes,No,no,False,False,,False
1383,synpic28718.jpg,ABD,Is there an air fluid level present?,PRES,CLOSED,freeform,train,Yes,yes,No (not specified in the caption),no (not specified in the caption),False,False,,False
1386,synpic56061.jpg,HEAD,Where is the pathology located?,POS,OPEN,para,train,anterior cerebrum,anterior cerebrum,"Brain parenchyma, near ventricles and cerebral cortex structures (white matter) and adjacent to cerebral hemispheres and cerebellum (lower-middle area) and cerebral","brain parenchyma, near ventricles and cerebral cortex structures (white matter) and adjacent to cerebral hemispheres and cerebellum (lower-middle area) and cerebral",False,False,CORRECT,True
1387,synpic56061.jpg,HEAD,Which region of the brain is impacted?,POS,OPEN,freeform,train,Anterior surface,anterior surface,Cerebrum and cerebellum (white matter) and brainstem (midline structures) and cerebral hemispheres (gray matter) and cerebellum (gray matter) and cerebral cor,cerebrum and cerebellum (white matter) and brainstem (midline structures) and cerebral hemispheres (gray matter) and cerebellum (gray matter) and cerebral cor,False,False,INCORRECT,False
1388,synpic25105.jpg,ABD,Is there air in the bowel?,PRES,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
1389,synpic25105.jpg,ABD,Is air present in the bowel?,PRES,CLOSED,para,train,yes,yes,No,no,False,False,,False
1390,synpic23648.jpg,ABD,What is behind the liver?,PRES,OPEN,freeform,train,ascites,ascites,Spleen and stomach area (not visible in the image),spleen and stomach area (not visible in the image),False,False,INCORRECT,False
1391,synpic23648.jpg,ABD,What finding is associated with liver?,PRES,OPEN,para,train,ascites,ascites,Increased density or texture change (hemorrhage or mass effect) depending on the underlying pathology and its severity. May require further evaluation and management.,increased density or texture change (hemorrhage or mass effect) depending on the underlying pathology and its severity. may require further evaluation and management.,False,False,INCORRECT,False
1392,synpic56061.jpg,HEAD,What type of image is this?,MODALITY,OPEN,freeform,train,MRI-FLAIR,mri-flair,CT scan (Computed Tomography) image of the brain.,ct scan (computed tomography) image of the brain.,False,False,INCORRECT,False
1393,synpic56061.jpg,HEAD,what imaging modality was used,MODALITY,OPEN,para,train,MRI-FLAIR,mri-flair,CT scan (Computed Tomography),ct scan (computed tomography),False,False,INCORRECT,False
1396,synpic52248.jpg,HEAD,What imaging plane is depicted here?,PLANE,OPEN,para,train,axial,axial,Transverse (Horizontal) and Vertical (Central) imaging planes.,transverse (horizontal) and vertical (central) imaging planes.,False,False,INCORRECT,False
1397,synpic52248.jpg,HEAD,What is the plane?,PLANE,OPEN,freeform,train,axial,axial,Transverse (Horizontal) and longitudinal (Vertical) sections of the brain parenchyma. Cross-sectional imaging technique.,transverse (horizontal) and longitudinal (vertical) sections of the brain parenchyma. cross-sectional imaging technique.,False,False,INCORRECT,False
1398,synpic28987.jpg,CHEST,Is cardiomegaly shown?,SIZE,CLOSED,para,train,yes,yes,No (not explicitly stated in the caption),no (not explicitly stated in the caption),False,False,,False
1399,synpic28987.jpg,CHEST,Is the heart enlarged?,SIZE,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
1400,synpic31757.jpg,ABD,What is the location of the mass?,POS,OPEN,para,train,right kidney,right kidney,"Central and middle of the image, occupying a significant portion of the area within the image boundaries.","central and middle of the image, occupying a significant portion of the area within the image boundaries.",False,False,INCORRECT,False
1401,synpic31757.jpg,ABD,Where is the mass located?,POS,OPEN,freeform,train,right kidney,right kidney,"Brain parenchyma, upper-middle area, right-center, lower-middle area, left-center, lower-middle area, middle-left area, upper-middle area, middle-right area, lower-middle area,","brain parenchyma, upper-middle area, right-center, lower-middle area, left-center, lower-middle area, middle-left area, upper-middle area, middle-right area, lower-middle area,",False,False,INCORRECT,False
1402,synpic28718.jpg,ABD,How was this image taken?,MODALITY,OPEN,freeform,train,With contrast,with contrast,CT scan (Computed Tomography) with contrast media (not shown in the image) or CT scan without contrast media (not shown in the image) can be used to obtain this type of image.,ct scan (computed tomography) with contrast media (not shown in the image) or ct scan without contrast media (not shown in the image) can be used to obtain this type of image.,False,True,CORRECT,True
1403,synpic54391.jpg,HEAD,What do the hyperintensities likely represent?,PRES,OPEN,para,train,Hemorrhage,hemorrhage,Blood or fluid accumulation in the brain tissue or subdural hematoma/mass effect from a nearby pathology.,blood or fluid accumulation in the brain tissue or subdural hematoma/mass effect from a nearby pathology.,False,False,CORRECT,True
1404,synpic54391.jpg,HEAD,What are the hyperintensities signaling?,PRES,OPEN,freeform,train,Hemorrhage,hemorrhage,Blood in the brain tissue or subdural hematoma formation.,blood in the brain tissue or subdural hematoma formation.,False,False,CORRECT,True
1405,synpic24967.jpg,ABD,Can you see kidneys in this image,PRES,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
1410,synpic23008.jpg,ABD,How was this image taken?,MODALITY,OPEN,freeform,train,With contrast,with contrast,CT scan (Computed Tomography) with contrast media (not shown in the image) or CT scan without contrast media (not shown in the image) can be used to obtain this image.,ct scan (computed tomography) with contrast media (not shown in the image) or ct scan without contrast media (not shown in the image) can be used to obtain this image.,False,True,CORRECT,True
1411,synpic24967.jpg,ABD,Is there contrast in this image,MODALITY,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
1412,synpic24967.jpg,ABD,Is pericholecystic inflammation present?,PRES,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
1413,synpic24967.jpg,ABD,What is the lighter substance around the gallbladder,PRES,OPEN,freeform,train,Pericholecystic fluid,pericholecystic fluid,"Variations in density and texture within the region of interest suggest the presence of air or fatty tissue, which could be a result of the pathological process.","variations in density and texture within the region of interest suggest the presence of air or fatty tissue, which could be a result of the pathological process.",False,False,INCORRECT,False
1414,synpic27142.jpg,HEAD,What type of imaging was used?,MODALITY,OPEN,para,train,MR - T2 weighted,mr - t2 weighted,CT scan (Computed Tomography) imaging was used.,ct scan (computed tomography) imaging was used.,False,False,INCORRECT,False
1415,synpic27142.jpg,HEAD,Which image modality is this?,MODALITY,OPEN,freeform,train,MR - T2 weighted,mr - t2 weighted,CT scan (not specified),ct scan (not specified),False,False,INCORRECT,False
1416,synpic45699.jpg,HEAD,What is the plane?,PLANE,OPEN,freeform,train,axial,axial,Cross-sectional area of the brain tissue (horizontal) and the ventricular system (vertical) in the image. Cross-sectional area of the brain tissue (horizontal) and the ventricular system (vertical) in the,cross-sectional area of the brain tissue (horizontal) and the ventricular system (vertical) in the image. cross-sectional area of the brain tissue (horizontal) and the ventricular system (vertical) in the,False,False,CORRECT,True
1417,synpic45699.jpg,HEAD,What plane was used?,PLANE,OPEN,para,train,axial,axial,"Transverse and longitudinal planes (axial, coronal, sagittal) may be used to analyze the image.","transverse and longitudinal planes (axial, coronal, sagittal) may be used to analyze the image.",False,True,INCORRECT,False
1418,synpic53867.jpg,HEAD,Does this image use contrast or not?,MODALITY,CLOSED,para,train,contrast,contrast,No,no,False,False,,False
1419,synpic53867.jpg,HEAD,Does this CT have contrast or no contrast?,MODALITY,CLOSED,freeform,train,contrast,contrast,No (no contrast media),no (no contrast media),False,True,,False
1420,synpic25105.jpg,ABD,What is wrong with the pancreas?,ABN,OPEN,freeform,train,fatty infiltration,fatty infiltration,Hemorrhage or mass effect from adjacent organs' movement or displacement during the hemorrhage event.,hemorrhage or mass effect from adjacent organs' movement or displacement during the hemorrhage event.,False,False,INCORRECT,False
1421,synpic25105.jpg,ABD,What pathology does the pancreas deominstrate?,ABN,OPEN,para,train,fatty infiltration,fatty infiltration,"Acute hemorrhage or subdural hematoma, depending on the specific pathology and location of the bleeding within the brain parenchyma.","acute hemorrhage or subdural hematoma, depending on the specific pathology and location of the bleeding within the brain parenchyma.",False,False,INCORRECT,False
1422,synpic23648.jpg,ABD,Is the liver cirrhotic?,PRES,CLOSED,freeform,train,yes,yes,No (not specified in the caption),no (not specified in the caption),False,False,,False
1423,synpic28210.jpg,ABD,What organ exhibits pathology,ABN,OPEN,para,train,jejunum,jejunum,"Brain (cerebrum, cerebellum, brainstem)","brain (cerebrum, cerebellum, brainstem)",False,False,INCORRECT,False
1424,synpic28210.jpg,ABD,Which part of the bowel is involved by the mass?,ABN,OPEN,freeform,train,jejunum,jejunum,"Left-center, middle, right-center, right-lower, lower-middle, lower-right, middle-right, middle-lower, lower-middle, middle-left, left-middle, left-lower, lower-middle,","left-center, middle, right-center, right-lower, lower-middle, lower-right, middle-right, middle-lower, lower-middle, middle-left, left-middle, left-lower, lower-middle,",False,False,INCORRECT,False
1425,synpic24967.jpg,ABD,What plane are we in?,PLANE,OPEN,freeform,train,Axial,axial,Transverse (Horizontal) and longitudinal (Vertical) planes of the brain and surrounding structures.,transverse (horizontal) and longitudinal (vertical) planes of the brain and surrounding structures.,False,False,INCORRECT,False
1426,synpic45699.jpg,HEAD,What is the modality used?,MODALITY,OPEN,freeform,train,MR - ADC Map,mr - adc map,CT scan (Computed Tomography),ct scan (computed tomography),False,False,INCORRECT,False
